scenario,difficulty,emotion,decision,response_time,personality,age_group,stress_level,context
risk,medium,thinking,cautious,slow,balanced,young,low,personal
health,high,anxious,cautious,slow,introvert,senior,low,personal
deadline,high,anxious,cautious,very slow,extrovert,young,low,social
risk,medium,thinking,cautious,slow,balanced,middle,medium,social
money,high,anxious,cautious,slow,extrovert,senior,low,personal
deadline,very high,overwhelmed,proactive,very slow,introvert,young,low,professional
deadline,high,stressed,avoidant,slow,balanced,young,medium,professional
ethics,high,anxious,avoidant,slow,extrovert,middle,high,social
relationship,high,anxious,cautious,very slow,balanced,young,high,personal
risk,high,stressed,cautious,slow,balanced,senior,low,professional
relationship,high,stressed,cautious,slow,extrovert,senior,low,personal
career,medium,thinking,cautious,slow,introvert,middle,medium,personal
career,very high,panic,impulsive,very slow,introvert,middle,low,social
deadline,very high,overwhelmed,impulsive,very slow,extrovert,young,medium,social
conflict,medium,concerned,cautious,slow,balanced,senior,low,professional
deadline,high,stressed,cautious,slow,extrovert,middle,low,social
career,high,stressed,avoidant,slow,extrovert,young,high,social
ethics,very high,panic,impulsive,very slow,introvert,senior,high,professional
conflict,medium,concerned,cautious,moderate,balanced,middle,high,personal
career,high,stressed,avoidant,very slow,extrovert,middle,medium,personal
ethics,very high,panic,impulsive,very slow,introvert,young,high,professional
career,medium,thinking,cautious,slow,extrovert,young,medium,professional
health,high,anxious,avoidant,slow,extrovert,middle,high,social
ethics,very high,panic,impulsive,very slow,introvert,young,high,personal
relationship,medium,thinking,cautious,moderate,introvert,senior,low,personal
risk,low,calm,analytical,fast,extrovert,middle,low,professional
conflict,medium,thinking,cautious,moderate,balanced,middle,low,professional
risk,medium,thinking,cautious,moderate,balanced,senior,medium,social
deadline,very high,panic,impulsive,very slow,introvert,young,high,professional
risk,low,calm,analytical,fast,extrovert,young,low,social
relationship,high,stressed,avoidant,very slow,extrovert,senior,medium,professional
relationship,medium,concerned,cautious,slow,extrovert,senior,medium,professional
risk,low,focused,analytical,moderate,balanced,middle,low,social
conflict,medium,concerned,cautious,slow,extrovert,middle,high,personal
risk,high,stressed,avoidant,slow,extrovert,senior,high,social
health,high,stressed,cautious,very slow,introvert,middle,low,social
conflict,high,anxious,avoidant,slow,balanced,middle,medium,professional
money,high,anxious,avoidant,slow,balanced,middle,medium,professional
risk,low,focused,analytical,fast,balanced,young,low,personal
money,high,anxious,avoidant,very slow,balanced,senior,high,professional
relationship,medium,thinking,analytical,moderate,introvert,middle,medium,personal
career,medium,thinking,cautious,slow,introvert,middle,low,personal
career,high,stressed,avoidant,slow,extrovert,young,medium,personal
career,medium,concerned,cautious,moderate,introvert,senior,low,professional
deadline,high,stressed,avoidant,very slow,extrovert,young,medium,professional
ethics,high,stressed,avoidant,very slow,balanced,young,high,social
risk,medium,concerned,cautious,moderate,introvert,senior,high,social
risk,low,focused,cautious,moderate,balanced,middle,high,personal
health,very high,panic,impulsive,very slow,extrovert,middle,medium,social
ethics,high,anxious,avoidant,very slow,balanced,young,medium,social
health,very high,overwhelmed,impulsive,very slow,balanced,young,low,professional
money,medium,concerned,cautious,slow,balanced,young,high,professional
health,high,stressed,avoidant,slow,introvert,senior,high,professional
career,very high,overwhelmed,impulsive,very slow,extrovert,middle,medium,personal
relationship,high,stressed,cautious,very slow,balanced,senior,low,professional
ethics,high,stressed,avoidant,slow,introvert,senior,high,social
relationship,medium,concerned,cautious,moderate,extrovert,senior,low,personal
career,very high,overwhelmed,impulsive,very slow,introvert,young,low,professional
health,high,anxious,cautious,slow,introvert,senior,low,social
money,medium,thinking,cautious,slow,introvert,senior,medium,personal
career,medium,thinking,cautious,slow,extrovert,young,medium,social
relationship,medium,concerned,cautious,moderate,extrovert,senior,high,social
relationship,medium,thinking,cautious,moderate,extrovert,young,low,personal
career,medium,thinking,cautious,moderate,extrovert,young,low,personal
conflict,high,anxious,avoidant,slow,balanced,young,medium,professional
risk,low,focused,cautious,fast,extrovert,middle,high,social
deadline,high,stressed,proactive,very slow,introvert,senior,high,social
health,high,anxious,cautious,very slow,balanced,senior,low,professional
ethics,high,stressed,avoidant,slow,extrovert,middle,high,personal
deadline,high,stressed,avoidant,very slow,extrovert,young,medium,personal
deadline,high,anxious,cautious,slow,introvert,senior,medium,social
career,very high,panic,cautious,very slow,extrovert,young,high,social
health,very high,panic,impulsive,very slow,introvert,young,medium,professional
health,very high,overwhelmed,impulsive,very slow,extrovert,young,high,professional
money,medium,concerned,cautious,slow,extrovert,middle,high,personal
money,medium,concerned,cautious,slow,introvert,middle,low,professional
relationship,medium,concerned,cautious,slow,extrovert,young,low,personal
health,high,stressed,cautious,slow,extrovert,senior,low,social
health,high,stressed,cautious,very slow,extrovert,young,low,professional
risk,low,focused,analytical,moderate,extrovert,senior,low,professional
career,high,anxious,cautious,slow,extrovert,middle,low,professional
career,high,stressed,proactive,slow,extrovert,young,low,professional
relationship,high,stressed,avoidant,very slow,balanced,young,high,professional
conflict,medium,concerned,avoidant,slow,introvert,young,low,professional
relationship,medium,thinking,cautious,moderate,extrovert,young,medium,social
career,very high,overwhelmed,impulsive,very slow,introvert,middle,high,professional
money,medium,concerned,analytical,moderate,balanced,middle,low,social
risk,low,calm,cautious,fast,balanced,young,high,social
health,high,anxious,cautious,very slow,balanced,middle,low,social
relationship,high,anxious,impulsive,slow,introvert,middle,low,personal
career,high,anxious,avoidant,very slow,introvert,senior,high,social
relationship,medium,thinking,cautious,slow,introvert,middle,high,personal
deadline,high,anxious,avoidant,very slow,introvert,senior,medium,personal
money,high,stressed,avoidant,very slow,introvert,young,high,social
career,very high,panic,analytical,very slow,extrovert,senior,high,personal
ethics,high,anxious,avoidant,slow,balanced,senior,high,professional
career,medium,concerned,cautious,slow,introvert,young,medium,social
risk,low,focused,cautious,fast,extrovert,middle,high,personal
risk,low,calm,analytical,fast,balanced,middle,low,personal
conflict,medium,thinking,cautious,moderate,introvert,senior,medium,professional
health,high,anxious,avoidant,very slow,extrovert,young,high,social
relationship,high,anxious,cautious,very slow,balanced,middle,low,professional
deadline,very high,panic,impulsive,very slow,extrovert,senior,high,social
risk,high,stressed,avoidant,slow,extrovert,middle,high,personal
career,high,stressed,cautious,slow,extrovert,senior,low,professional
ethics,very high,panic,impulsive,very slow,extrovert,senior,low,professional
career,high,anxious,cautious,very slow,extrovert,middle,low,social
conflict,medium,thinking,cautious,moderate,balanced,senior,low,personal
ethics,high,anxious,cautious,very slow,introvert,young,low,social
relationship,high,anxious,avoidant,slow,introvert,senior,medium,professional
career,very high,overwhelmed,impulsive,very slow,introvert,middle,low,personal
money,high,anxious,cautious,slow,introvert,middle,low,personal
relationship,high,stressed,avoidant,very slow,introvert,young,medium,professional
health,very high,overwhelmed,impulsive,very slow,introvert,middle,low,professional
relationship,medium,concerned,analytical,moderate,introvert,middle,high,personal
ethics,high,stressed,avoidant,very slow,balanced,middle,high,professional
risk,medium,thinking,proactive,slow,introvert,young,low,professional
career,high,anxious,avoidant,very slow,balanced,senior,medium,social
health,high,anxious,cautious,very slow,extrovert,middle,low,professional
relationship,medium,concerned,analytical,moderate,introvert,young,medium,personal
risk,low,focused,cautious,fast,extrovert,young,high,professional
risk,low,focused,analytical,fast,balanced,senior,low,social
relationship,high,stressed,avoidant,very slow,introvert,middle,high,professional
money,medium,concerned,cautious,slow,balanced,middle,low,social
ethics,very high,overwhelmed,impulsive,very slow,extrovert,senior,low,personal
conflict,high,anxious,avoidant,very slow,balanced,young,high,personal
relationship,medium,thinking,cautious,slow,introvert,young,low,social
career,very high,panic,impulsive,very slow,extrovert,middle,low,social
conflict,high,stressed,avoidant,very slow,extrovert,middle,medium,personal
deadline,high,anxious,avoidant,slow,extrovert,middle,medium,personal
conflict,medium,thinking,cautious,slow,balanced,senior,high,social
career,very high,overwhelmed,impulsive,very slow,balanced,senior,high,professional
career,very high,overwhelmed,impulsive,very slow,balanced,middle,high,professional
relationship,high,anxious,analytical,very slow,introvert,young,low,social
risk,medium,thinking,cautious,slow,extrovert,senior,medium,personal
deadline,high,anxious,avoidant,slow,extrovert,middle,medium,social
risk,medium,thinking,cautious,slow,balanced,young,medium,personal
relationship,high,anxious,cautious,very slow,balanced,middle,low,social
career,medium,concerned,cautious,moderate,balanced,young,medium,social
conflict,high,stressed,cautious,slow,balanced,young,low,personal
relationship,high,anxious,analytical,very slow,introvert,middle,medium,professional
career,medium,thinking,cautious,slow,balanced,middle,low,social
health,very high,overwhelmed,impulsive,very slow,extrovert,middle,medium,social
conflict,medium,thinking,cautious,slow,introvert,senior,medium,social
risk,medium,concerned,cautious,slow,extrovert,young,high,professional
health,very high,overwhelmed,impulsive,very slow,extrovert,middle,low,personal
conflict,medium,concerned,cautious,slow,extrovert,senior,medium,personal
ethics,high,anxious,cautious,slow,extrovert,young,low,social
relationship,medium,thinking,analytical,moderate,balanced,senior,low,social
career,very high,panic,impulsive,very slow,balanced,young,high,social
relationship,high,anxious,avoidant,very slow,extrovert,young,medium,professional
career,very high,panic,proactive,very slow,balanced,senior,high,social
career,high,anxious,avoidant,slow,introvert,middle,high,personal
risk,low,focused,analytical,fast,extrovert,young,medium,personal
ethics,high,anxious,avoidant,slow,extrovert,middle,high,personal
career,medium,thinking,cautious,slow,introvert,middle,low,social
ethics,very high,overwhelmed,proactive,very slow,introvert,young,low,personal
money,high,stressed,cautious,slow,introvert,senior,low,professional
risk,low,calm,cautious,fast,balanced,senior,medium,personal
money,high,anxious,avoidant,very slow,extrovert,young,medium,social
relationship,medium,concerned,cautious,moderate,balanced,young,low,social
career,high,anxious,cautious,slow,extrovert,senior,low,personal
risk,low,calm,impulsive,moderate,extrovert,young,medium,professional
deadline,high,anxious,avoidant,very slow,extrovert,young,high,professional
career,medium,thinking,cautious,slow,introvert,senior,low,personal
risk,low,calm,analytical,fast,introvert,senior,medium,social
